prop_name,area1,lat,lng
Zinnia, Damac Hills 2,24.99172974,55.38804245
Avencia, Damac Hills 2,24.98452568,55.37965775
Noor Townhouses, Town Square,24.99732018,55.29678345
Vardon, Damac Hills 2,24.98945618,55.37712097
BNH Townhouses, Al Furjan,25.0198555,55.12704468
Al Twar 2 Villas, Al Twar 2,25.26252365,55.37975311
40 Villa Complex, Hor Al Anz,25.27376938,55.33646393
Aquilegia, Damac Hills 2,24.9919796,55.3809433
Umm Suqeim 3, Umm Suqeim,25.13700676,55.19527054
Aurum Villas, Aster,24.9894352,55.3888588
Al Badaa, Dubai,25.22476578,55.26898575
Al Nada 2, Mankhool,25.24920464,55.29737854
The Court, Jumeirah 1,25.22693253,55.2600975
Plaza Residences, Jumeirah Village Circle,25.052742,55.20799255
Sanctnary, Damac Hills 2,24.99459648,55.3756752
Damac Hills 2, Dubai,24.99012947,55.38655472
Manazel Al Khor, Culture Village,25.23114395,55.33784485
Dream Palm Residence, The Crescent,25.12373543,55.15359879
Western Residence North, Falcon City of Wonders,25.10203171,55.34511185
Warsan Village, International City,25.15966225,55.39671326
Building 21B, City Walk,25.20077705,55.2649498
The Views 2, The Views,25.09308052,55.16726685
Meadows 9, Meadows,25.04647255,55.17340469
Villa Amalfi, Jumeirah Bay Island,25.22110748,55.23353958
Mansion 3, W Residences,25.10869026,55.11138153
Wadi Al Amardi, Dubai,25.19952393,55.48039627
Park Residence 1, Park Residences,25.02644539,55.25509262
Richmond, DAMAC Hills,25.02205849,55.26013947
Panorama at the Views Tower 4, Panorama at the Views,25.08688545,55.1732254
Ghadeer 2, Ghadeer,25.07971001,55.17550659
Binghatti Crest, Jumeirah Village Circle,25.04982376,55.20637894
Miska 1, Miska,25.18923569,55.27613449
Primrose, Damac Hills 2,24.99275589,55.39215469
Montgomerie Maisonettes, Emirates Hills Villas,25.06817627,55.16353989
La Quinta, Villanova,25.07270241,55.35474396
Warsan Village, International City,25.1596489,55.39669037
Parkside 1, EMAAR South,24.85562706,55.15800095
Aknan Villas, Amazonia,24.9920578,55.3764534
Noor Townhouses, Town Square,24.9960022,55.29618073
Cluster C, Jumeirah Heights,25.06272888,55.14451599
Golf Grove, Dubai Hills Estate,25.1142025,55.27567291
Aknan Villas, Victoria,24.98812485,55.38095856
Mirabella 5, Mirabella,25.06562805,55.21421814
Flora, DAMAC Hills,25.02333832,55.25804901
Victoria 2, Damac Hills 2,24.99222565,55.39296722
Rimal 5, Rimal,25.07589149,55.13297653
Maeen 2, Maeen,25.08118629,55.16829681
Aurum Villas, Claret,24.98779106,55.38040543
Damac Maison The Distinction, Downtown Dubai,25.1952343,55.27875519
Souk Al Warsan Townhouses F, Souk Al Warsan,25.15981293,55.39524841
Tulip Park, Jumeirah Village Circle,25.06200409,55.19998932
Silver Sands 2, Mankhool,25.25485992,55.29646683
Ruba, Arabian Ranches 3,25.06932068,55.32239914
Vida Residence 4, Vida Residence,25.07735825,55.15973282
Creek Palace, Dubai Creek Harbour (The Lagoons),25.20307541,55.34657288
Murooj Al Furjan West, Al Furjan,25.02053642,55.12954712
Sun, Arabian Ranches 3,25.06827545,55.32136917
The Polo Townhouses, Meydan Gated Community,25.14281082,55.29432678
Golf Links, EMAAR South,24.8594017,55.1095047
Al Barsha 1 Villas, Al Barsha 1,25.11124992,55.19547272
Expo Golf Villas, EMAAR South,24.94064331,55.29447937
Cluster 4, The Sustainable City,25.0314312,55.2816658
Queens Meadow, DAMAC Hills,25.03270149,55.26003265
Eden, The Valley,25.0070076,55.46071243
Al Ghaf 2, Al Ghaf,25.09621811,55.17027283
Al Manara, Dubai,25.14107895,55.21211243
Jumeirah 2 Villas, Jumeirah 2,25.19718552,55.24184799
MAG German 2 - 03, Mohammed Bin Rashid City,24.86681366,55.14694595
Aurum Villas, Sycamore,24.99336243,55.38218689
Building 1, City Walk,25.20616913,55.2651825
Bella Casa, Serena,25.03666687,55.28976059
Jumeirah 3 Villas, Jumeirah 3,25.18372726,55.22833633
Jumeirah 1 Villas, Jumeirah 1,25.21826553,55.25576019
Umm Suqeim 1 Villas, Umm Suqeim 1,25.16501045,55.21717834
Al Fattan Marine Towers, Jumeirah Beach Residence,25.07949638,55.1363678
Al Barsha South 1, Al Barsha South,25.09140968,55.23017883
Executive Tower H, Executive Towers,25.19002914,55.26542664
Terraced Apartments, Green Community Motor City,25.04140472,55.23093796
Al Barsha 3, Al Barsha,25.09529305,55.1955452
Sheikh Rashid Building, Sheikh Zayed Road,25.20646477,55.27018356
Downtown Views II, Downtown Dubai,25.20184135,55.2804718
Al Khawaneej 2, Al Khawaneej,25.21047974,55.54135895
Wadi Alshabak, Dubai,25.17724037,55.48695755
The Fields, District 11,25.11935616,55.3441925
Al Khaleej Centre Area, Al Raffa,25.25723839,55.29430771
District 2B, Jumeirah Village Triangle,25.03929329,55.17695236
Manazil 03, Al Barsha 1,25.1101017,55.19704437
Pacifica, Damac Hills 2,24.99661255,55.37115097
Abu Hail Road, Abu Hail,25.28795815,55.33303452
Villas Area, Oud Al Muteena,25.26654816,55.44992828
Turia, The Views,25.09278107,55.169487
The Address Residence Fountain Views Sky Collection 2, The Address Residence Fountain Views,25.19575119,55.2832222
The Roots DAMAC Hills 2, Damac Hills 2,24.98791122,55.38178635
Sycamore, Damac Hills 2,24.98841286,55.37510681
Umm Suqeim 2, Umm Suqeim,25.1499424,55.20658875
wadi al safa, Al Barari,25.1135807,55.26206207
Souk Al Warsan Townhouses A, Souk Al Warsan,25.15882874,55.39612579
MM Towers, Dubai Silicon Oasis,25.12752151,55.38637924
Azure Residences, Dubai Silicon Oasis,25.12051964,55.37369919
Odora, Damac Hills 2,24.98872948,55.38122177
Al Shaiba Towers, Barsha Heights (Tecom),25.09730148,55.17061996
Dubai Hills Estate, Dubai,25.11295891,55.25711441
Umm Suqeim 1, Umm Suqeim,25.16323662,55.21763611
Brookfield 2, Brookfield,25.02528763,55.24604416
7 West Residences, Jumeirah Village Circle,25.05553818,55.21988678
Sun, Arabian Ranches 3,25.06309319,55.31923294
La Rosa 3, Villanova,25.07793427,55.36103439
Bella Casa, Serena,25.03735733,55.28649139
Rukan 2, Rukan,25.04667282,55.28575134
Urbana Stacked House Block 05, EMAAR South,24.87365532,55.13825989
Golf Grove, Dubai Hills Estate,25.11420631,55.27080154
Yansoon 1, Yansoon,25.19187355,55.27843475
Rochester, DAMAC Hills,25.01638031,55.25752258
Trinity, DAMAC Hills,25.0110321,55.25774384
Elan, Tilal Al Ghaf,25.02861214,55.23258972
Casablanca Boutique Villas, Zinnia,24.9885788,55.37725067
Al Safa 2 Villas, Al Safa 2,25.15861893,55.22454071
Townhouses Area, Green Community East,25.00004005,55.16793823
Greenviews 2, EMAAR South,24.85886574,55.15457153
Savannah 1, Savannah,25.05562782,55.27674484
Reem Community, Arabian Ranches 2,25.01065636,55.27937317
Marinascape Oceanic, Trident Marinascape,25.08242989,55.14663696
Al Hafidh Villa, District 11,25.06180382,55.21298599
Legacy, Jumeirah Park,25.03775787,55.16566849
Lila, Arabian Ranches 2,25.0406208,55.27421188
Arenco Villas, Al Badaa,25.23288727,55.27256393
Zahra Townhouses, Town Square,25.00861168,55.29208374
Zulal 2, Zulal,25.07932854,55.17193604
West Heights 4, Business Bay,25.18886948,55.26407623
Dubai Creek Residence Tower 3 North, Dubai Creek Harbour (The Lagoons),25.20573044,55.34511185
Al Mesk Villas, Dubai Marina,25.08413315,55.14970779
Gardenia Townhomes, Wasl Gate,25.02511215,55.11190033
Al Mass Villas, Dubai Marina,25.08645439,55.14944077
Al Anbar Villas, Dubai Marina,25.08339691,55.14925003
Regional, Jumeirah Park,25.04487991,55.15691376
Club Villas at Dubai Hills, Dubai Hills Estate,25.12136269,55.26155472
Regional, Jumeirah Park,25.03761673,55.16363144
Al Wasl Villas, Al Wasl Road,25.20693588,55.25541687
Mirabella 2, Mirabella,25.06413269,55.21147156
Foxhill 2, Foxhill,25.04576302,55.24222565
Casa Flores, Green Community Motor City,25.04397011,55.23432922
La Vie, Jumeirah Beach Residence,25.07955742,55.13467789
Rahat, Mudon,25.02489662,55.26754379
Cluster 2, The Sustainable City,25.03059387,55.27674103
Zahra Townhouses, Town Square,25.00762939,55.29335403
Paramount Tower Hotel & Residences, Business Bay,25.19362068,55.26542664
1 JBR, Jumeirah Beach Residence,25.08387375,55.13942337
Trixis, The Roots DAMAC Hills 2,24.98983955,55.37870789
Mansion 7, W Residences,25.10639954,55.11219788
Al Jaz 2, Al Jaz,25.09515953,55.17126083
Basswood, Damac Hills 2,24.98539734,55.37313843
Noor Townhouses, Town Square,24.99797249,55.29382324
Legacy, Jumeirah Park,25.04271507,55.15618515
Legacy, Jumeirah Park,25.04718781,55.15268707
Legacy, Jumeirah Park,25.04445076,55.15703201
Umm Suqeim 3 Villas, Umm Suqeim 3,25.13665009,55.1955452
Building C, Terrace Apartments,25.0016861,55.16243744
Saheel, Arabian Ranches,25.05649376,55.26662445
Western Residence South, Falcon City of Wonders,25.09727669,55.33606339
Bridge Sky, Burj Khalifa Area,25.19961548,55.27376938
Golf Grove, Dubai Hills Estate,25.11353683,55.2729187
Canal Cove Frond N, Canal Cove Villas,25.11850548,55.1321373
Safi Townhouses, Town Square,25.01268959,55.2859993
Aura, Tilal Al Ghaf,25.02831268,55.22895813
Erantis, Jumeirah Village Circle,25.05209923,55.21609497
Flora, DAMAC Hills,25.02342033,55.25788498
Meadows 6, Meadows,25.05838966,55.17037964
The Estate II Townhouses, Al Furjan,25.02191925,55.1382637
Casablanca Boutique Villas, Amazonia,24.99289322,55.37887955
Saheel, Arabian Ranches,25.05589104,55.26137924
Freesia, Azizi Residence,25.0277462,55.15471649
La Vie, Jumeirah Beach Residence,25.08045387,55.134655
Podium Villas, South Ridge,25.18671608,55.27853012
Mr. C Residences, Jumeirah 2,25.19335556,55.24166107
One at Palm Jumeirah, Palm Jumeirah,25.10328293,55.1499939
Eden, The Valley,25.01748085,55.454422
Reem Community, Arabian Ranches 2,25.05818176,55.2922287
Parkviews, Town Square,25.0105896,55.28979874
Urbana Stacked House Block 30, EMAAR South,24.86181641,55.14974594
Emerald Residence, Dubai Marina,25.07143593,55.13606644
Executive Tower Villas, Executive Towers,25.19049072,55.26628494
Mansion 1, W Residences,25.10886574,55.11028671
Casablanca Boutique Villas, Juniper,24.98997498,55.373909
Regional, Jumeirah Park,25.04566956,55.15393066
Creek Rise Podium, Creek Rise,25.20828438,55.34322739
The Residences 4, The Residences,25.19277191,55.27376556
Reem Community, Arabian Ranches 2,25.03160667,55.27603149
Spring, Arabian Ranches 3,25.05236816,55.26736069
Gardenia Townhomes, Wasl Gate,25.02513695,55.10722351
West Heights 6, Business Bay,25.18885803,55.26409149
Silver Springs 1, Silver Springs,25.03084755,55.2556572
Joy, Arabian Ranches 3,25.06285477,55.31877518
Zulal 3, Zulal,25.0792675,55.17191696
The Eugene Townhouses, Living Legends,25.08550644,55.29768753
Cluster 3, The Sustainable City,25.03212929,55.27974319
Trinity, DAMAC Hills,25.01092148,55.25772476
Eden, The Valley,25.0173912,55.45514679
District 6A, Jumeirah Village Triangle,25.04725456,55.18992615
Legacy, Jumeirah Park,25.05098343,55.15001297
Flora, DAMAC Hills,25.02384758,55.25516129
Sherlock Circus 2, Sherlock Circus,25.04550171,55.24684143
West Heights 5, Business Bay,25.19009781,55.26521683
Zulal 1, Zulal,25.0793457,55.17197037
Park Heights, Dubai Hills Estate,25.10992432,55.24219513
Legacy, Jumeirah Park,25.04005241,55.16358948
Lotus Park, Jumeirah Village Circle,25.06094551,55.1996727
Naseem Townhouses, Town Square,25.01472473,55.28475571
Building G, Terrace Apartments,25.00246429,55.16419601
AZIZI Riviera, Meydan One,25.1711216,55.30448151
West Cluster, Loft Cluster,25.06224632,55.1438446
Palma, Arabian Ranches 2,25.03694725,55.26646423
Richmond, DAMAC Hills,25.02192307,55.26311874
Legacy, Jumeirah Park,25.04761696,55.16892242
Sadaf 8, Sadaf,25.08057976,55.13914871
The Pulse Villas Phase 2, The Pulse,24.95205879,55.2256279
Casa, Arabian Ranches 2,25.03559113,55.26696396
Alvorada 2, Alvorada,25.04322624,55.26097488
Souk Al Warsan Townhouses H, Souk Al Warsan,25.16479111,55.39436722
Al Barsha 2 Villas, Al Barsha 2,25.09971428,55.21211243
Rockwood, DAMAC Hills,25.01885414,55.26093292
Alvorada 4, Alvorada,25.04410172,55.26807785
Primrose, Damac Hills 2,24.99504471,55.39709854
The Residence Villas, The Residences,25.19146347,55.27487183
Gallery Villas, Victory Heights,25.04161644,55.20676422
Amargo, Damac Hills 2,24.98583603,55.37878799
Trident Waterfront, Dubai Marina,25.06759071,55.13155746
Address Fountain Views Hotel, The Address Residence Fountain Views,25.19496727,55.28270721
Noor Townhouses, Town Square,25.01165581,55.28891373
Building F, Terrace Apartments,25.00223541,55.16378021
Amazonia, Damac Hills 2,24.99553871,55.37627029
District 5G, Jumeirah Village Triangle,25.04892921,55.1931572
Canal Cove Frond C, Canal Cove Villas,25.11907959,55.13264465
Jumeirah Park Homes, Jumeirah Park,25.04463959,55.16483307
Al Jaz 3, Al Jaz,25.09463501,55.17181778
Eden, The Valley,25.01469612,55.4493866
Casa Dora, Serena,25.03564644,55.28492355
Villanova, Dubai Land,25.0766983,55.36066437
Richmond, DAMAC Hills,25.02147675,55.26309967
Al Seef Tower 1, JLT Cluster U,25.07947731,55.15124512
Phoenix, DAMAC Hills,25.0213089,55.25561523
Legacy, Jumeirah Park,25.04763412,55.15648651
Legacy, Jumeirah Park,25.04028511,55.1635437
Mulberry Park, Jumeirah Village Circle,25.06011391,55.19914627
Albizia, Damac Hills 2,24.9837513,55.37859726
Casablanca Boutique Villas, Aster,24.9894352,55.3888588
Bayside Residence, Dubai Marina,25.0831852,55.14099121
Townhouses, Green Community Motor City,25.03994179,55.23788452
Al Barsha South 2, Al Barsha South,25.07257652,55.22564697
Al Quoz Industrial Area 2, Al Quoz Industrial Area,25.13441467,55.24525833
Regional, Jumeirah Park,25.04057503,55.16878128
Al Shafar Tower, Barsha Heights (Tecom),25.09798241,55.17434311
Time Oak Hotel, Barsha Heights (Tecom),25.09652519,55.17253876
Al Mizhar 3, Al Mizhar,25.26433563,55.46095657
Address Fountain Views Hotel, The Address Residence Fountain Views,25.19482613,55.2828598
Hyati H3, District 11,25.06634331,55.21669769
Haven Villas at the Sanctuary, Jumeirah Village Circle,25.05433655,55.20342255
Longview, DAMAC Hills,25.02646446,55.25268936
Golden Sands Tower, Al Barsha 1,25.11113739,55.20197678
Burj Vista, Downtown Dubai,25.19867516,55.27086639
The Address BLVD Sky Collection, Downtown Dubai,25.20088959,55.27622604
East Village, Al Furjan,25.02386475,55.14201355
Villa Lantana 1, Villa Lantana,25.074646,55.23596191
Murooj Al Furjan West Phase 2, Al Furjan,25.02134895,55.12273026
Warda Apartments 2A, Warda Apartments,25.00461197,55.29311371
Saleh Bin Lahej Building Block A, Saleh Bin Lahej Building,25.06189537,55.20686722
Rigga Road, Al Rigga,25.26405334,55.32226563
Yasmine, Azizi Residence,25.02772713,55.15471649
Las Casas, Jumeirah Village Circle,25.05455017,55.21979523
Gardenia Townhomes, Wasl Gate,25.02420425,55.10539246
District 7A, Jumeirah Village Triangle,25.05297852,55.19008255
Al Maali Complex, Jumeirah Village Circle,25.04817963,55.20203018
Indigo Ville 3, Indigo Ville,25.0493145,55.21411133
Horizon Tower, Dubai Marina,25.07171822,55.13708115
Oxford Villas, Jumeirah Village Circle,25.05599976,55.20000076
Al Ghaf 3, Al Ghaf,25.09578133,55.17074585
AGH Villas, Al Rashidiya,25.22200394,55.38806534
Seventh Heaven, Al Barari,25.09942245,55.31296539
Paramount Tower Hotel & Residences, Business Bay,25.18351555,55.26667023
Al Badaa Villas, Al Badaa,25.22445488,55.26864243
Trinity, DAMAC Hills,25.02923775,55.25278091
Bin Khalid Building, Al Barsha 1,25.11115265,55.19684601
EMAAR South, Dubai South (Dubai World Central),24.84968185,55.1445961
Amwaj 1, Amwaj,25.07365608,55.13073349
Indigo Ville 2, Indigo Ville,25.05006981,55.20796585
Sunset Residence, Jumeirah 3,25.18400955,55.2262764
Saheel, Arabian Ranches,25.05646706,55.26663208
Reem Townhouses, Town Square,25.01047516,55.27806091
Al Maktoum Hospital RD Building, Naif,25.26986313,55.3123703
Victoria, Damac Hills 2,24.98829651,55.38037491
Downtown Dubai, Dubai,25.19190788,55.27135468
World Trade Centre Residence, World Trade Center,25.22680855,55.28908539
Veneto, Dubai Waterfront,24.97220612,54.99853516
Meydan Avenue, Meydan,25.15830421,55.29653549
Gardenia, Al Murooj Complex,25.20310974,55.27562332
Cherrywoods, Dubai Land,25.02065277,55.28712463
Barsha South Villas, Al Barsha South,25.07341766,55.22802734
Jumeirah 2, Jumeirah,25.19680595,55.24118805
Jumeirah 1, Jumeirah,25.22613525,55.26195908
Park Residences 4, Park Residences,25.02116776,55.25108337
Terrace Apartments, Green Community,25.00185585,55.16277695
5242, Dubai Marina,25.07136536,55.12499237
Arabian Ranches, Dubai,25.05700111,55.27085876
Maktoum Road, Deira,25.25966454,55.32354355
Amwaj 3, Amwaj,25.0737915,55.13163757
Shoreline Apartments, Palm Jumeirah,25.10835457,55.14810562
Mir 5, Jumeirah Village Circle,25.06537437,55.21691513
Mirabella 7, Mirabella,25.05773735,55.21826172
B62 Building, Deira,25.25973892,55.32204056
Lilac Park, Jumeirah Village Circle,25.04915428,55.21241379
Calero, DAMAC Hills,25.01808167,55.25416183
District 8L, Jumeirah Village Triangle,25.05006599,55.18731689
Urbana Stacked House Block 15, EMAAR South,24.86161041,55.15142059
Reportage Village 1, Dubai Land,25.04668617,55.28599167
Lake Elucio, Jumeirah Lake Towers,25.07637596,55.14610291
Emaar 6 Towers, Dubai Marina,25.08485031,55.14831161
Murano Townhouses, Al Furjan,25.02994728,55.14456558
Tilal Al Furjan, Al Furjan,25.02582169,55.12664413
Serena, Dubai,25.03801727,55.2880249
Ruba, Arabian Ranches 3,25.06427956,55.3269577
Al Maha Tower A, Al Barsha 1,25.10902786,55.20355988
Smark 4, Al Nahda 1,25.29226112,55.3678093
Expo Golf Villas 3, EMAAR South,24.85905266,55.15459442
Casa Viva, Serena,25.03678894,55.28142929
Bait Al Aseel, Victoria,24.98324394,55.38274765
Coral Tower, Business Bay,25.18922424,55.28411865
The Turf, DAMAC Hills,25.02135468,55.25453949
Souk Al Warsan Townhouses E, Souk Al Warsan,25.15883255,55.39624023
Meadows 1, Meadows,25.0732193,55.15503693
Al Warqa'a 4, Al Warqa'a,25.18592072,55.43885422
Durar 1, Dubai Residence Complex,25.0915451,55.38370514
Garden Villas, Umm Suqeim 2,25.15319061,55.21187973
Salah Al Din Street, Deira,25.27028275,55.32563782
Regional, Jumeirah Park,25.04712868,55.15552139
Bait Aseel 2, Al Barsha 1,25.11055756,55.20335388
Hercules, Living Legends,25.08811951,55.30339813
Airport Road, Airport Road Area,25.24841309,55.35116196
Coursetia, Damac Hills 2,24.98956871,55.38392639
The Hills A, The Hills,25.07899284,55.15761948
The Gate, DIFC,25.21442413,55.28117752
Al Fareej Courtyard, Al Rashidiya,25.23442268,55.38059235
Legacy Nova Villas, Jumeirah Park,25.04647255,55.17000961
Rochester, DAMAC Hills,25.01603127,55.26055145
Shamal Terraces, Jumeirah Village Circle,25.05048752,55.19975281
Aster, Damac Hills 2,24.98872948,55.38122177
Al Rostamani Tower A, Al Rostomani Towers,25.21478844,55.27655029
Clock Plaza Building, Al Muraqqabat,25.25992775,55.32667542
Maple at Dubai Hills Estate, Dubai Hills Estate,25.09307671,55.25408173
Al Wasl Road, Al Wasl,25.20670891,55.25359344
Al Safa 2, Al Safa,25.15885162,55.2260704
Al Quoz 2, Al Quoz,25.15213013,55.27288818
Al Badaa Street, Al Badaa,25.22972107,55.2701149
Al Hawai Barsha Building 2, Al Barsha 1,25.11276436,55.19214249
Canal Cove Frond F, Canal Cove Villas,25.12187576,55.12902832
The First, Al Rostomani Towers,25.2150898,55.27681732
Bahia Residence, Acacia Avenues,25.10971451,55.17737579
Al Manal Residence 1, Dubai Silicon Oasis,25.11933708,55.39428711
Pomona Residence, Jumeirah Village Triangle,25.05118942,55.19139099
Al Ghubaiba, Al Raffa,25.25965309,55.28562546
Al Ghurair Center, Al Rigga,25.26816368,55.31655884
Al Rostomani Towers, Sheikh Zayed Road,25.21492958,55.27659225
Saeed Towers, Sheikh Zayed Road,25.21842384,55.27913284
Mirabella, Jumeirah Village Circle,25.0633564,55.21141052
Manazil 02, Al Barsha 1,25.10821915,55.19880676
Veneto Villas, Trevi,25.02866554,55.25847244
Al Nasr Square, Oud Metha,25.23863983,55.31388855
Rose, Al Murooj Complex,25.20368576,55.27788162
Zabeel Tower, Sheikh Zayed Road,25.21694565,55.27801132
Sand Dunes, Al Barsha 1,25.11329842,55.2023735
Acacia Avenues, Al Sufouh,25.11159706,55.17793274
Avencia 2, Damac Hills 2,24.98313713,55.38018417
Mira Oasis, Reem,25.00972557,55.29672241
Murano Residences 2, Murano Residences,25.02435112,55.14045334
Al Muraqqabat 596, Al Muraqqabat,25.26910591,55.32164764
Zahra Breeze Apartments 1B, Zahra Breeze Apartments,25.00844574,55.29046249
Wafi Residence, Umm Hurair 2,25.23050308,55.32118225
Al Rigga Building, Al Muraqqabat,25.26152039,55.32665253
Al Rashidiya, Dubai,25.22746086,55.39144135
Camelia, Damac Hills 2,24.98645592,55.3855896
Al Badaa Residences, Al Satwa,25.22026443,55.27743149
Mirabella 4, Mirabella,25.06568718,55.21176147
Al Thuraya Building, Dubai Silicon Oasis,25.1225853,55.40075684
Arabian Ranches 3, Dubai,25.06324768,55.31920242
Al Reem, Arabian Ranches,25.05862236,55.29172134
Nad Al Sheba 3, Nad Al Sheba,25.15607452,55.37519455
Al Wasl, Dubai,25.20663071,55.25350571
Topanga, DAMAC Hills,25.01533127,55.24786758
Al Nasr Palace, Oud Metha,25.24341965,55.31494904
The Nook, Wasl Gate,25.02384567,55.10545731
Barsha Business Square, Al Barsha 1,25.10963058,55.19705582
The Address Sky View Towers, Downtown Dubai,25.20142555,55.2707901
Uptown Mirdif, Mirdif,25.22372246,55.4246521
The Rainforest, Damac Hills 2,24.98706245,55.39107132
Juniper, Damac Hills 2,24.99682617,55.39673996
Arabella Townhouses, Mudon,25.01757431,55.27243805
Vardon, Damac Hills 2,24.99147987,55.38035202
The Flagship Two, Al Satwa,25.22727394,55.2802124
Baiti 1, Al Warqa'a 1,25.18456459,55.40715027
Um Nahad Third, Dubai Land,25.05411148,55.41353226
Palm Jumeirah, Dubai,25.1149292,55.13745499
Al Hudaiba Building, Al Hudaiba,25.2369442,55.27933502
Arena Apartments, The Arena Apartments,25.03780174,55.22027206
Juniper, Damac Hills 2,24.99703407,55.39783859
Jumeirah Lake Towers, Dubai,25.07522583,55.14637756
North Village, Al Furjan,25.02029991,55.14863205
Golf Panorama, DAMAC Hills,25.01525307,55.25382996
Health care City, Dubai Healthcare City,25.23276901,55.32413483
Dubai Land, Dubai,25.07089233,55.35379028
Souk Al Warsan, International City,25.15997887,55.39474106
Basswood, Damac Hills 2,24.98067665,55.37915802
The Address Jumeirah Resort and Spa, Jumeirah Beach Residence,25.07358932,55.1263504
Claret, Damac Hills 2,24.99612236,55.39256668
Maktoum Road Building, Riggat Al Buteen,25.26143074,55.31860352
Saeed Tower 2, Saeed Towers,25.21384048,55.2760582
Sunflower, Al Murooj Complex,25.20361137,55.27727509
Business Bay, Dubai,25.18343735,55.25528336
DAMAC Hills, Dubai,25.02694511,55.25219345
Arabian Ranches 2, Dubai,25.03314209,55.27288818
Old Town, Dubai,25.18940735,55.2761879
Address Fountain Views Hotel, The Address Residence Fountain Views,25.20128632,55.26815414
Dubai Creek Harbour (The Lagoons), Dubai,25.19472122,55.35916519
The Centre Residence, Al Muraqqabat,25.27153015,55.32957458
Victoria, Damac Hills 2,24.98324966,55.38493347
Discovery Gardens Pavilion, Discovery Gardens,25.03894806,55.14476013
Eastern Residences, Falcon City of Wonders,25.09891129,55.3450737
Manazel Nad Al Shiba, Nad Al Sheba 1,25.15465164,55.29285049
Mudon, Dubai,25.02000618,55.26144028
AL Sultan Building, Al Qusais Industrial Area,25.29108047,55.39738846
Al Muteena 226, Al Muteena,25.27136612,55.32326126
JAM Building, Al Muteena,25.27045822,55.32110596
Juma Al Majid Building, Al Muraqqabat,25.26657486,55.32757187
Al Salam, Mudon,25.02583885,55.27036285
Harmony, Tilal Al Ghaf,25.02203178,55.23079681
Westar Vista, Jumeirah Village Circle,25.04862976,55.21278
Cluster 25, Jumeirah Islands,25.05395699,55.16591644
Rosa, Arabian Ranches 2,25.03576088,55.27404022
Garden Hall, Oasis Clusters,25.05452156,55.15674591
Garden Hall, Islamic Clusters,25.05473328,55.15578079
District One Villas, District One,25.1692524,55.27867508
Silver Springs 3, Silver Springs,25.03003883,55.25367355
Harmony, Tilal Al Ghaf,25.02293968,55.23057175
Garden Homes Frond C, Garden Homes,25.12460709,55.13873672
Entertainment Foyer, Islamic Clusters,25.05751419,55.15351868
Hartland Garden Apartments, Sobha Hartland,25.17698097,55.3102417
Estella, Victory Heights,25.03434181,55.21820831
Garden Hall, Mediterranean Clusters,25.05442238,55.15625381
Circle Villas, Jumeirah Village Circle,25.05654716,55.20790482
Royal Park South, Jumeirah Village Circle,25.06189919,55.2149353
Legacy Nova Villas, Jumeirah Park,25.04712868,55.15552139
Bungalow Area, Green Community Motor City,25.04060555,55.23537064
Tower B, The Frond,25.065979,55.14488602
Goldenwoods Villas, Jumeirah Village Circle,25.06415939,55.20315933
Family Villas, Green Community West,24.99838448,55.1607933
Sobha Hartland Estates-Townhouses, Sobha Hartland,25.17778015,55.30628586
Sevilla Village, Victory Heights,25.02953339,55.21970367
The Aldea, The Villa,25.08409119,55.35625458
Canal Cove Frond A, Canal Cove Villas,25.11762047,55.13496399
Meadows 2, Meadows,25.0698185,55.15028
Meadows 3, Meadows,25.07082748,55.1574173
Eden, The Valley,25.00788498,55.45814514
Entertainment Foyer, European Clusters,25.0573101,55.15358734
Meadows 8, Meadows,25.0641346,55.18392944
Murooj Al Furjan, Al Furjan,25.02829933,55.14374924
Regional, Jumeirah Park,25.04712868,55.15551758
Grand Views, Meydan Gated Community,25.14190483,55.29470444
Ruba, Arabian Ranches 3,25.06201744,55.32045364
Harmony, Tilal Al Ghaf,25.02276611,55.22597885
Yasmin, Arabian Ranches 2,25.03222275,55.27251816
Makeen Al Furjan Villas, Al Furjan,25.02836227,55.13677216
The Centro, The Villa,25.09155464,55.36928177
La Rosa 4, Villanova,25.07662392,55.35832214
Cluster 44, Jumeirah Islands,25.05702782,55.15074539
Nad Al Sheba 2, Nad Al Sheba,25.16054535,55.35306549
District 8D, Jumeirah Village Triangle,25.05087852,55.1880455
Hawthorn, Damac Hills 2,24.98795128,55.37894058
D Villas, Living Legends,25.07923698,55.29794693
Rasha, Arabian Ranches 2,25.03492546,55.26867676
Ponderosa, The Villa,25.08159447,55.35121918
Cluster 41, Jumeirah Islands,25.05753326,55.15411377
Dubai Creek Golf and Yacht Club Residences, Al Garhoud,25.24318504,55.33600235
Motor City, Dubai,25.04501724,55.23973083
Jumeirah, Dubai,25.21006966,55.24895859
Falcon City of Wonders, Dubai,25.09990692,55.34202194
Marbella Village, Victory Heights,25.02446365,55.21209717
Falcon Villas, Al Garhoud,25.24331474,55.35690689
Al Aweer, Dubai,25.17849541,55.54500198
Belair Damac Hills - By Trump Estates, DAMAC Hills,25.0200882,55.25006866
Entertainment Foyer, Mediterranean Clusters,25.05771828,55.15365219
Windsor Crescent, Uptown Motorcity,25.04427338,55.24310303
Garden Homes Frond D, Garden Homes,25.1254921,55.13516235
The Estate Residence, Phase 1,25.02980804,55.13765717
